,MUNICIPIO_RES,NOM_MUN,LON_DECIMAL,LAT_DECIMAL,FECHA_INGRESO,TOTAL_POSITIVE,WOMEN_POSITIVE,MEN_POSOTIVE,TOTAL_DEATHS,WOMEN_DEATHS,MEN_DEATHS,TOTAL_UCI,WOMEN_UCI,MEN_UCI
591,53,San Bartolo Tutotepec,-98.20206,20.399143,09/2020,18,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
592,53,San Bartolo Tutotepec,-98.20206,20.399143,10/2020,42,8.0,12.0,2.0,0.0,2.0,1.0,0.0,1.0
593,53,San Bartolo Tutotepec,-98.20206,20.399143,11/2020,18,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0
594,53,San Bartolo Tutotepec,-98.20206,20.399143,12/2020,29,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
595,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,01/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,01/2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,02/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,03/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,04/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,05/2020,11,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0
601,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,06/2020,19,6.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0
602,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,07/2020,22,5.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0
603,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,08/2020,10,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0
604,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,09/2020,13,3.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0
605,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,10/2020,18,6.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0
606,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,11/2020,16,3.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0
607,46,San Felipe OrizatlÃ¡n,-98.607815,21.170944,12/2020,31,6.0,8.0,5.0,3.0,2.0,1.0,0.0,1.0
608,54,San Salvador,-99.015604,20.284568,01/2020,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
609,54,San Salvador,-99.015604,20.284568,01/2021,8,4.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0
610,54,San Salvador,-99.015604,20.284568,02/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,54,San Salvador,-99.015604,20.284568,03/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,54,San Salvador,-99.015604,20.284568,04/2020,11,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0
613,54,San Salvador,-99.015604,20.284568,05/2020,30,6.0,10.0,7.0,4.0,3.0,3.0,2.0,1.0
614,54,San Salvador,-99.015604,20.284568,06/2020,18,6.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
615,54,San Salvador,-99.015604,20.284568,07/2020,27,10.0,12.0,4.0,1.0,3.0,0.0,0.0,0.0
616,54,San Salvador,-99.015604,20.284568,08/2020,61,23.0,22.0,12.0,8.0,4.0,0.0,0.0,0.0
617,54,San Salvador,-99.015604,20.284568,09/2020,26,3.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0
618,54,San Salvador,-99.015604,20.284568,10/2020,30,8.0,13.0,4.0,1.0,3.0,1.0,0.0,1.0
619,54,San Salvador,-99.015604,20.284568,11/2020,29,10.0,7.0,5.0,3.0,2.0,1.0,0.0,1.0
620,54,San Salvador,-99.015604,20.284568,12/2020,42,15.0,13.0,5.0,1.0,4.0,2.0,1.0,1.0
621,55,Santiago de Anaya,-98.963953,20.382582,01/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,55,Santiago de Anaya,-98.963953,20.382582,01/2021,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
623,55,Santiago de Anaya,-98.963953,20.382582,02/2020,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
624,55,Santiago de Anaya,-98.963953,20.382582,03/2020,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
625,55,Santiago de Anaya,-98.963953,20.382582,04/2020,2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
626,55,Santiago de Anaya,-98.963953,20.382582,05/2020,17,5.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0
627,55,Santiago de Anaya,-98.963953,20.382582,06/2020,9,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
628,55,Santiago de Anaya,-98.963953,20.382582,07/2020,15,6.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0
629,55,Santiago de Anaya,-98.963953,20.382582,08/2020,18,6.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0
630,55,Santiago de Anaya,-98.963953,20.382582,09/2020,32,4.0,11.0,4.0,1.0,3.0,1.0,0.0,1.0
631,55,Santiago de Anaya,-98.963953,20.382582,10/2020,15,1.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0
632,55,Santiago de Anaya,-98.963953,20.382582,11/2020,9,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
633,55,Santiago de Anaya,-98.963953,20.382582,12/2020,25,7.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0
634,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,01/2020,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
635,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,01/2021,21,5.0,8.0,5.0,2.0,3.0,1.0,0.0,1.0
636,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,02/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,03/2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,04/2020,18,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
639,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,05/2020,27,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
640,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,06/2020,42,9.0,13.0,8.0,3.0,5.0,3.0,2.0,1.0
641,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,07/2020,72,22.0,21.0,9.0,3.0,6.0,1.0,1.0,0.0
642,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,08/2020,76,19.0,18.0,13.0,4.0,9.0,3.0,0.0,3.0
643,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,09/2020,35,7.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0
644,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,10/2020,57,10.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0
645,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,11/2020,63,12.0,12.0,5.0,1.0,4.0,0.0,0.0,0.0
646,56,Santiago Tulantepec de Lugo Guerrero,-98.357006,20.039193,12/2020,105,21.0,31.0,6.0,3.0,3.0,0.0,0.0,0.0
647,57,Singuilucan,-98.517222,19.9675,01/2021,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
648,57,Singuilucan,-98.517222,19.9675,02/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,57,Singuilucan,-98.517222,19.9675,03/2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,57,Singuilucan,-98.517222,19.9675,04/2020,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
651,57,Singuilucan,-98.517222,19.9675,05/2020,17,2.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0
652,57,Singuilucan,-98.517222,19.9675,06/2020,23,8.0,8.0,6.0,3.0,3.0,1.0,0.0,1.0
653,57,Singuilucan,-98.517222,19.9675,07/2020,28,7.0,11.0,5.0,2.0,3.0,1.0,0.0,1.0
654,57,Singuilucan,-98.517222,19.9675,08/2020,22,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
655,57,Singuilucan,-98.517222,19.9675,09/2020,7,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
656,57,Singuilucan,-98.517222,19.9675,10/2020,12,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
657,57,Singuilucan,-98.517222,19.9675,11/2020,11,3.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0
658,57,Singuilucan,-98.517222,19.9675,12/2020,36,10.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0
659,58,Tasquillo,-99.312556,20.551772,01/2020,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
660,58,Tasquillo,-99.312556,20.551772,01/2021,7,1.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0
661,58,Tasquillo,-99.312556,20.551772,02/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,58,Tasquillo,-99.312556,20.551772,04/2020,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,58,Tasquillo,-99.312556,20.551772,05/2020,6,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
664,58,Tasquillo,-99.312556,20.551772,06/2020,8,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
665,58,Tasquillo,-99.312556,20.551772,07/2020,15,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
666,58,Tasquillo,-99.312556,20.551772,08/2020,9,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
667,58,Tasquillo,-99.312556,20.551772,09/2020,10,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
668,58,Tasquillo,-99.312556,20.551772,10/2020,12,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
669,58,Tasquillo,-99.312556,20.551772,11/2020,12,2.0,6.0,4.0,1.0,3.0,4.0,0.0,4.0
670,58,Tasquillo,-99.312556,20.551772,12/2020,14,8.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0
671,59,Tecozautla,-99.634924,20.533873,01/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,59,Tecozautla,-99.634924,20.533873,01/2021,5,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
673,59,Tecozautla,-99.634924,20.533873,03/2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,59,Tecozautla,-99.634924,20.533873,04/2020,8,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
675,59,Tecozautla,-99.634924,20.533873,05/2020,7,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0
676,59,Tecozautla,-99.634924,20.533873,06/2020,16,5.0,4.0,1.0,0.0,1.0,3.0,0.0,3.0
677,59,Tecozautla,-99.634924,20.533873,07/2020,25,6.0,10.0,2.0,0.0,2.0,4.0,1.0,3.0
678,59,Tecozautla,-99.634924,20.533873,08/2020,16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
679,59,Tecozautla,-99.634924,20.533873,09/2020,20,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
680,59,Tecozautla,-99.634924,20.533873,10/2020,8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
681,59,Tecozautla,-99.634924,20.533873,11/2020,23,7.0,11.0,3.0,2.0,1.0,3.0,1.0,2.0
682,59,Tecozautla,-99.634924,20.533873,12/2020,41,14.0,21.0,8.0,3.0,5.0,6.0,2.0,4.0
683,60,Tenango de Doria,-98.226729,20.338056,01/2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,60,Tenango de Doria,-98.226729,20.338056,01/2021,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,60,Tenango de Doria,-98.226729,20.338056,02/2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,60,Tenango de Doria,-98.226729,20.338056,03/2020,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,60,Tenango de Doria,-98.226729,20.338056,04/2020,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
688,60,Tenango de Doria,-98.226729,20.338056,05/2020,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,60,Tenango de Doria,-98.226729,20.338056,06/2020,14,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
690,60,Tenango de Doria,-98.226729,20.338056,07/2020,32,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
691,60,Tenango de Doria,-98.226729,20.338056,08/2020,34,7.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
692,60,Tenango de Doria,-98.226729,20.338056,09/2020,34,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
693,60,Tenango de Doria,-98.226729,20.338056,10/2020,44,2.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0
694,60,Tenango de Doria,-98.226729,20.338056,11/2020,17,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
695,60,Tenango de Doria,-98.226729,20.338056,12/2020,54,14.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0
696,61,Tepeapulco,-98.553662,19.785674,01/2020,5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
697,61,Tepeapulco,-98.553662,19.785674,01/2021,28,8.0,11.0,8.0,2.0,6.0,0.0,0.0,0.0
698,61,Tepeapulco,-98.553662,19.785674,02/2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,61,Tepeapulco,-98.553662,19.785674,03/2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,61,Tepeapulco,-98.553662,19.785674,04/2020,25,5.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
701,61,Tepeapulco,-98.553662,19.785674,05/2020,81,15.0,34.0,18.0,2.0,16.0,0.0,0.0,0.0
702,61,Tepeapulco,-98.553662,19.785674,06/2020,205,58.0,67.0,20.0,5.0,15.0,2.0,1.0,1.0
703,61,Tepeapulco,-98.553662,19.785674,07/2020,199,54.0,63.0,14.0,4.0,10.0,0.0,0.0,0.0
704,61,Tepeapulco,-98.553662,19.785674,08/2020,178,48.0,61.0,18.0,5.0,13.0,1.0,0.0,1.0
705,61,Tepeapulco,-98.553662,19.785674,09/2020,139,30.0,42.0,9.0,3.0,6.0,0.0,0.0,0.0
706,61,Tepeapulco,-98.553662,19.785674,10/2020,172,42.0,39.0,7.0,2.0,5.0,1.0,0.0,1.0
707,61,Tepeapulco,-98.553662,19.785674,11/2020,174,61.0,55.0,12.0,5.0,7.0,2.0,1.0,1.0
708,61,Tepeapulco,-98.553662,19.785674,12/2020,298,103.0,99.0,28.0,12.0,16.0,4.0,1.0,3.0
709,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,01/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,03/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,04/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,05/2020,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
713,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,06/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,07/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,08/2020,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,09/2020,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
717,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,10/2020,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
718,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,11/2020,3,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
719,62,TepehuacÃ¡n de Guerrero,-98.843733,21.014084,12/2020,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
720,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,01/2020,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,01/2021,87,36.0,20.0,11.0,3.0,8.0,4.0,4.0,0.0
722,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,02/2020,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,03/2020,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
724,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,04/2020,25,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0
725,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,05/2020,111,23.0,41.0,17.0,2.0,15.0,4.0,2.0,2.0
726,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,06/2020,150,38.0,43.0,17.0,8.0,9.0,2.0,0.0,2.0
727,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,07/2020,198,45.0,82.0,36.0,16.0,20.0,1.0,1.0,0.0
728,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,08/2020,254,76.0,87.0,26.0,9.0,17.0,8.0,7.0,1.0
729,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,09/2020,127,33.0,37.0,15.0,8.0,7.0,2.0,1.0,1.0
730,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,10/2020,233,34.0,44.0,12.0,4.0,8.0,9.0,4.0,5.0
731,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,11/2020,208,39.0,42.0,20.0,7.0,13.0,7.0,2.0,5.0
732,63,Tepeji del RÃ­o de Ocampo,-99.341814,19.905217,12/2020,343,68.0,71.0,23.0,11.0,12.0,6.0,2.0,4.0
733,64,TepetitlÃ¡n,-99.380338,20.186949,01/2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,64,TepetitlÃ¡n,-99.380338,20.186949,01/2021,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
735,64,TepetitlÃ¡n,-99.380338,20.186949,03/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,64,TepetitlÃ¡n,-99.380338,20.186949,04/2020,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
737,64,TepetitlÃ¡n,-99.380338,20.186949,05/2020,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738,64,TepetitlÃ¡n,-99.380338,20.186949,06/2020,9,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0
739,64,TepetitlÃ¡n,-99.380338,20.186949,07/2020,14,3.0,8.0,5.0,2.0,3.0,0.0,0.0,0.0
740,64,TepetitlÃ¡n,-99.380338,20.186949,08/2020,8,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
741,64,TepetitlÃ¡n,-99.380338,20.186949,09/2020,17,4.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0
742,64,TepetitlÃ¡n,-99.380338,20.186949,10/2020,16,8.0,4.0,6.0,4.0,2.0,2.0,1.0,1.0
743,64,TepetitlÃ¡n,-99.380338,20.186949,11/2020,20,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0
744,64,TepetitlÃ¡n,-99.380338,20.186949,12/2020,10,2.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0
745,65,Tetepango,-99.156123,20.102655,01/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,65,Tetepango,-99.156123,20.102655,01/2021,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
747,65,Tetepango,-99.156123,20.102655,02/2020,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
748,65,Tetepango,-99.156123,20.102655,03/2020,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
749,65,Tetepango,-99.156123,20.102655,04/2020,6,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
750,65,Tetepango,-99.156123,20.102655,05/2020,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
751,65,Tetepango,-99.156123,20.102655,06/2020,22,6.0,6.0,4.0,1.0,3.0,0.0,0.0,0.0
752,65,Tetepango,-99.156123,20.102655,07/2020,13,1.0,5.0,3.0,0.0,3.0,1.0,0.0,1.0
753,65,Tetepango,-99.156123,20.102655,08/2020,15,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
754,65,Tetepango,-99.156123,20.102655,09/2020,15,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
755,65,Tetepango,-99.156123,20.102655,10/2020,22,10.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0
756,65,Tetepango,-99.156123,20.102655,11/2020,18,5.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0
757,65,Tetepango,-99.156123,20.102655,12/2020,26,6.0,8.0,5.0,1.0,4.0,3.0,2.0,1.0
758,67,Tezontepec de Aldama,-99.272683,20.192762,01/2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,67,Tezontepec de Aldama,-99.272683,20.192762,01/2021,21,8.0,6.0,1.0,0.0,1.0,3.0,1.0,2.0
760,67,Tezontepec de Aldama,-99.272683,20.192762,02/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,67,Tezontepec de Aldama,-99.272683,20.192762,03/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,67,Tezontepec de Aldama,-99.272683,20.192762,04/2020,27,7.0,15.0,10.0,3.0,7.0,2.0,0.0,2.0
763,67,Tezontepec de Aldama,-99.272683,20.192762,05/2020,37,13.0,13.0,12.0,4.0,8.0,4.0,1.0,3.0
764,67,Tezontepec de Aldama,-99.272683,20.192762,06/2020,38,9.0,15.0,5.0,2.0,3.0,1.0,1.0,0.0
765,67,Tezontepec de Aldama,-99.272683,20.192762,07/2020,56,15.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0
766,67,Tezontepec de Aldama,-99.272683,20.192762,08/2020,85,25.0,30.0,11.0,3.0,8.0,4.0,1.0,3.0
767,67,Tezontepec de Aldama,-99.272683,20.192762,09/2020,88,18.0,32.0,5.0,1.0,4.0,4.0,1.0,3.0
768,67,Tezontepec de Aldama,-99.272683,20.192762,10/2020,95,31.0,24.0,10.0,6.0,4.0,5.0,2.0,3.0
769,67,Tezontepec de Aldama,-99.272683,20.192762,11/2020,104,34.0,32.0,16.0,7.0,9.0,9.0,6.0,3.0
770,67,Tezontepec de Aldama,-99.272683,20.192762,12/2020,89,34.0,30.0,7.0,3.0,4.0,10.0,3.0,7.0
771,68,Tianguistengo,-98.630851,20.728213,01/2021,2,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
772,68,Tianguistengo,-98.630851,20.728213,04/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,68,Tianguistengo,-98.630851,20.728213,06/2020,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
774,68,Tianguistengo,-98.630851,20.728213,07/2020,6,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
775,68,Tianguistengo,-98.630851,20.728213,08/2020,11,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
776,68,Tianguistengo,-98.630851,20.728213,09/2020,13,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
777,68,Tianguistengo,-98.630851,20.728213,10/2020,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,68,Tianguistengo,-98.630851,20.728213,11/2020,7,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
779,68,Tianguistengo,-98.630851,20.728213,12/2020,19,4.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
780,69,Tizayuca,-98.981584,19.841089,01/2020,31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
781,69,Tizayuca,-98.981584,19.841089,01/2021,149,42.0,44.0,20.0,10.0,10.0,0.0,0.0,0.0
782,69,Tizayuca,-98.981584,19.841089,02/2020,19,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
783,69,Tizayuca,-98.981584,19.841089,03/2020,69,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0
